head	relation	tail	head_cui	tail_cui	source
Entity4699	activates	Entity1717	C1046992	C1046993	synthetic
Entity4700	associated_with	Entity7864	C1046994	C1046995	synthetic
Entity4700	has_phenotype	Entity8630	C1046996	C1046997	synthetic
Entity4700	similar_to	Entity9205	C1046998	C1046999	synthetic
Entity4700	inhibits	Entity8506	C1047000	C1047001	synthetic
Entity4700	part_of	Entity7859	C1047002	C1047003	synthetic
Entity4701	interacts_with	Entity2776	C1047004	C1047005	synthetic
Entity4701	interacts_with	Entity3689	C1047006	C1047007	synthetic
Entity4701	precedes	Entity6950	C1047008	C1047009	synthetic
Entity4701	expressed_in	Entity3044	C1047010	C1047011	synthetic
Entity4701	causes	Entity6156	C1047012	C1047013	synthetic
Entity4702	associated_with	Entity8451	C1047014	C1047015	synthetic
Entity4702	inhibits	Entity9765	C1047016	C1047017	synthetic
Entity4702	treats	Entity7313	C1047018	C1047019	synthetic
Entity4702	interacts_with	Entity6101	C1047020	C1047021	synthetic
Entity4702	treats	Entity3799	C1047022	C1047023	synthetic
Entity4703	precedes	Entity7358	C1047024	C1047025	synthetic
Entity4703	binds_to	Entity4941	C1047026	C1047027	synthetic
Entity4703	precedes	Entity9806	C1047028	C1047029	synthetic
Entity4703	activates	Entity9160	C1047030	C1047031	synthetic
Entity4703	associated_with	Entity8852	C1047032	C1047033	synthetic
Entity4704	similar_to	Entity3233	C1047034	C1047035	synthetic
Entity4704	similar_to	Entity4559	C1047036	C1047037	synthetic
Entity4704	precedes	Entity3789	C1047038	C1047039	synthetic
Entity4704	interacts_with	Entity2020	C1047040	C1047041	synthetic
Entity4704	inhibits	Entity3659	C1047042	C1047043	synthetic
Entity4705	causes	Entity7297	C1047044	C1047045	synthetic
Entity4705	follows	Entity4099	C1047046	C1047047	synthetic
Entity4705	located_in	Entity4367	C1047048	C1047049	synthetic
Entity4705	regulates	Entity2769	C1047050	C1047051	synthetic
Entity4705	belongs_to_pathway	Entity6000	C1047052	C1047053	synthetic
Entity4706	associated_with	Entity5055	C1047054	C1047055	synthetic
Entity4706	co_occurs_with	Entity7202	C1047056	C1047057	synthetic
Entity4706	associated_with	Entity249	C1047058	C1047059	synthetic
Entity4706	activates	Entity5257	C1047060	C1047061	synthetic
Entity4706	belongs_to_pathway	Entity5833	C1047062	C1047063	synthetic
Entity4707	correlated_with	Entity8318	C1047064	C1047065	synthetic
Entity4707	inhibits	Entity2132	C1047066	C1047067	synthetic
Entity4707	precedes	Entity4322	C1047068	C1047069	synthetic
Entity4707	interacts_with	Entity1656	C1047070	C1047071	synthetic
Entity4707	associated_with	Entity8375	C1047072	C1047073	synthetic
Entity4708	mutated_in	Entity9099	C1047074	C1047075	synthetic
Entity4708	activates	Entity9251	C1047076	C1047077	synthetic
Entity4708	belongs_to_pathway	Entity8478	C1047078	C1047079	synthetic
Entity4708	expressed_in	Entity949	C1047080	C1047081	synthetic
Entity4708	binds_to	Entity8764	C1047082	C1047083	synthetic
Entity4709	co_occurs_with	Entity8063	C1047084	C1047085	synthetic
Entity4709	precedes	Entity9692	C1047086	C1047087	synthetic
Entity4709	belongs_to_pathway	Entity2719	C1047088	C1047089	synthetic
Entity4709	co_occurs_with	Entity8445	C1047090	C1047091	synthetic
Entity4709	activates	Entity5801	C1047092	C1047093	synthetic
Entity4710	treats	Entity7610	C1047094	C1047095	synthetic
Entity4710	derived_from	Entity6080	C1047096	C1047097	synthetic
Entity4710	interacts_with	Entity4829	C1047098	C1047099	synthetic
Entity4710	activates	Entity5261	C1047100	C1047101	synthetic
Entity4710	causes	Entity3544	C1047102	C1047103	synthetic
Entity4711	associated_with	Entity7311	C1047104	C1047105	synthetic
Entity4711	derived_from	Entity6247	C1047106	C1047107	synthetic
Entity4711	co_occurs_with	Entity6817	C1047108	C1047109	synthetic
Entity4711	located_in	Entity997	C1047110	C1047111	synthetic
Entity4711	activates	Entity3492	C1047112	C1047113	synthetic
Entity4712	interacts_with	Entity1484	C1047114	C1047115	synthetic
Entity4712	treats	Entity9389	C1047116	C1047117	synthetic
Entity4712	treats	Entity7057	C1047118	C1047119	synthetic
Entity4712	follows	Entity1709	C1047120	C1047121	synthetic
Entity4712	belongs_to_pathway	Entity5445	C1047122	C1047123	synthetic
Entity4713	associated_with	Entity3608	C1047124	C1047125	synthetic
Entity4713	activates	Entity9747	C1047126	C1047127	synthetic
Entity4713	inhibits	Entity8029	C1047128	C1047129	synthetic
Entity4713	inhibits	Entity1869	C1047130	C1047131	synthetic
Entity4713	causes	Entity4188	C1047132	C1047133	synthetic
Entity4714	co_occurs_with	Entity3774	C1047134	C1047135	synthetic
Entity4714	part_of	Entity8075	C1047136	C1047137	synthetic
Entity4714	similar_to	Entity1264	C1047138	C1047139	synthetic
Entity4714	inhibits	Entity137	C1047140	C1047141	synthetic
Entity4714	follows	Entity7956	C1047142	C1047143	synthetic
Entity4715	associated_with	Entity3460	C1047144	C1047145	synthetic
Entity4715	interacts_with	Entity6785	C1047146	C1047147	synthetic
Entity4715	follows	Entity8822	C1047148	C1047149	synthetic
Entity4715	causes	Entity2246	C1047150	C1047151	synthetic
Entity4715	regulates	Entity238	C1047152	C1047153	synthetic
Entity4716	correlated_with	Entity6079	C1047154	C1047155	synthetic
Entity4716	causes	Entity2123	C1047156	C1047157	synthetic
Entity4716	expressed_in	Entity7812	C1047158	C1047159	synthetic
Entity4716	located_in	Entity1581	C1047160	C1047161	synthetic
Entity4716	binds_to	Entity2990	C1047162	C1047163	synthetic
Entity4717	regulates	Entity7352	C1047164	C1047165	synthetic
Entity4717	regulates	Entity2080	C1047166	C1047167	synthetic
Entity4717	precedes	Entity7071	C1047168	C1047169	synthetic
Entity4717	co_occurs_with	Entity4423	C1047170	C1047171	synthetic
Entity4717	expressed_in	Entity3994	C1047172	C1047173	synthetic
Entity4718	belongs_to_pathway	Entity5901	C1047174	C1047175	synthetic
Entity4718	derived_from	Entity993	C1047176	C1047177	synthetic
Entity4718	expressed_in	Entity5381	C1047178	C1047179	synthetic
Entity4718	part_of	Entity9429	C1047180	C1047181	synthetic
Entity4718	belongs_to_pathway	Entity394	C1047182	C1047183	synthetic
Entity4719	located_in	Entity3585	C1047184	C1047185	synthetic
Entity4719	part_of	Entity7227	C1047186	C1047187	synthetic
Entity4719	expressed_in	Entity1960	C1047188	C1047189	synthetic
Entity4719	similar_to	Entity396	C1047190	C1047191	synthetic
Entity4719	causes	Entity2603	C1047192	C1047193	synthetic
Entity4720	co_occurs_with	Entity5662	C1047194	C1047195	synthetic
Entity4720	part_of	Entity8990	C1047196	C1047197	synthetic
Entity4720	activates	Entity371	C1047198	C1047199	synthetic
Entity4720	belongs_to_pathway	Entity5140	C1047200	C1047201	synthetic
Entity4720	precedes	Entity183	C1047202	C1047203	synthetic
Entity4721	follows	Entity1617	C1047204	C1047205	synthetic
Entity4721	derived_from	Entity9903	C1047206	C1047207	synthetic
Entity4721	binds_to	Entity8840	C1047208	C1047209	synthetic
Entity4721	belongs_to_pathway	Entity4549	C1047210	C1047211	synthetic
Entity4721	belongs_to_pathway	Entity7134	C1047212	C1047213	synthetic
Entity4722	precedes	Entity7318	C1047214	C1047215	synthetic
Entity4722	similar_to	Entity1301	C1047216	C1047217	synthetic
Entity4722	regulates	Entity4317	C1047218	C1047219	synthetic
Entity4722	causes	Entity3038	C1047220	C1047221	synthetic
Entity4722	binds_to	Entity5154	C1047222	C1047223	synthetic
Entity4723	has_phenotype	Entity909	C1047224	C1047225	synthetic
Entity4723	has_phenotype	Entity1391	C1047226	C1047227	synthetic
Entity4723	derived_from	Entity5338	C1047228	C1047229	synthetic
Entity4723	binds_to	Entity7935	C1047230	C1047231	synthetic
Entity4723	follows	Entity157	C1047232	C1047233	synthetic
Entity4724	causes	Entity2855	C1047234	C1047235	synthetic
Entity4724	located_in	Entity1917	C1047236	C1047237	synthetic
Entity4724	belongs_to_pathway	Entity8166	C1047238	C1047239	synthetic
Entity4724	part_of	Entity9853	C1047240	C1047241	synthetic
Entity4724	causes	Entity3976	C1047242	C1047243	synthetic
Entity4725	treats	Entity393	C1047244	C1047245	synthetic
Entity4725	binds_to	Entity3671	C1047246	C1047247	synthetic
Entity4725	regulates	Entity1285	C1047248	C1047249	synthetic
Entity4725	has_phenotype	Entity545	C1047250	C1047251	synthetic
Entity4725	causes	Entity8828	C1047252	C1047253	synthetic
Entity4726	co_occurs_with	Entity6350	C1047254	C1047255	synthetic
Entity4726	follows	Entity313	C1047256	C1047257	synthetic
Entity4726	binds_to	Entity1182	C1047258	C1047259	synthetic
Entity4726	derived_from	Entity4452	C1047260	C1047261	synthetic
Entity4726	regulates	Entity5887	C1047262	C1047263	synthetic
Entity4727	binds_to	Entity8505	C1047264	C1047265	synthetic
Entity4727	causes	Entity91	C1047266	C1047267	synthetic
Entity4727	causes	Entity222	C1047268	C1047269	synthetic
Entity4727	causes	Entity4813	C1047270	C1047271	synthetic
Entity4727	regulates	Entity368	C1047272	C1047273	synthetic
Entity4728	binds_to	Entity6755	C1047274	C1047275	synthetic
Entity4728	binds_to	Entity5878	C1047276	C1047277	synthetic
Entity4728	located_in	Entity7568	C1047278	C1047279	synthetic
Entity4728	inhibits	Entity8657	C1047280	C1047281	synthetic
Entity4728	precedes	Entity4844	C1047282	C1047283	synthetic
Entity4729	has_phenotype	Entity7220	C1047284	C1047285	synthetic
Entity4729	has_phenotype	Entity2791	C1047286	C1047287	synthetic
Entity4729	associated_with	Entity6656	C1047288	C1047289	synthetic
Entity4729	precedes	Entity4621	C1047290	C1047291	synthetic
Entity4729	part_of	Entity9518	C1047292	C1047293	synthetic
Entity4730	regulates	Entity2326	C1047294	C1047295	synthetic
Entity4730	derived_from	Entity6493	C1047296	C1047297	synthetic
Entity4730	belongs_to_pathway	Entity2204	C1047298	C1047299	synthetic
Entity4730	derived_from	Entity7266	C1047300	C1047301	synthetic
Entity4730	treats	Entity991	C1047302	C1047303	synthetic
Entity4731	correlated_with	Entity3152	C1047304	C1047305	synthetic
Entity4731	co_occurs_with	Entity647	C1047306	C1047307	synthetic
Entity4731	belongs_to_pathway	Entity9870	C1047308	C1047309	synthetic
Entity4731	treats	Entity1296	C1047310	C1047311	synthetic
Entity4731	interacts_with	Entity8309	C1047312	C1047313	synthetic
Entity4732	interacts_with	Entity2795	C1047314	C1047315	synthetic
Entity4732	has_phenotype	Entity6292	C1047316	C1047317	synthetic
Entity4732	has_phenotype	Entity2898	C1047318	C1047319	synthetic
Entity4732	precedes	Entity981	C1047320	C1047321	synthetic
Entity4732	has_phenotype	Entity1925	C1047322	C1047323	synthetic
Entity4733	belongs_to_pathway	Entity9275	C1047324	C1047325	synthetic
Entity4733	associated_with	Entity9857	C1047326	C1047327	synthetic
Entity4733	activates	Entity5050	C1047328	C1047329	synthetic
Entity4733	belongs_to_pathway	Entity1783	C1047330	C1047331	synthetic
Entity4733	similar_to	Entity352	C1047332	C1047333	synthetic
Entity4734	co_occurs_with	Entity1157	C1047334	C1047335	synthetic
Entity4734	treats	Entity4206	C1047336	C1047337	synthetic
Entity4734	binds_to	Entity7091	C1047338	C1047339	synthetic
Entity4734	co_occurs_with	Entity7881	C1047340	C1047341	synthetic
Entity4734	inhibits	Entity6345	C1047342	C1047343	synthetic
Entity4735	causes	Entity1663	C1047344	C1047345	synthetic
Entity4735	mutated_in	Entity3747	C1047346	C1047347	synthetic
Entity4735	interacts_with	Entity4055	C1047348	C1047349	synthetic
Entity4735	similar_to	Entity9567	C1047350	C1047351	synthetic
Entity4735	co_occurs_with	Entity6586	C1047352	C1047353	synthetic
Entity4736	mutated_in	Entity948	C1047354	C1047355	synthetic
Entity4736	regulates	Entity5934	C1047356	C1047357	synthetic
Entity4736	interacts_with	Entity6156	C1047358	C1047359	synthetic
Entity4736	correlated_with	Entity6771	C1047360	C1047361	synthetic
Entity4736	regulates	Entity4161	C1047362	C1047363	synthetic
Entity4737	located_in	Entity4555	C1047364	C1047365	synthetic
Entity4737	derived_from	Entity9727	C1047366	C1047367	synthetic
Entity4737	has_phenotype	Entity4634	C1047368	C1047369	synthetic
Entity4737	part_of	Entity8275	C1047370	C1047371	synthetic
Entity4737	binds_to	Entity2949	C1047372	C1047373	synthetic
Entity4738	treats	Entity5051	C1047374	C1047375	synthetic
Entity4738	activates	Entity8884	C1047376	C1047377	synthetic
Entity4738	correlated_with	Entity3034	C1047378	C1047379	synthetic
Entity4738	treats	Entity1102	C1047380	C1047381	synthetic
Entity4738	similar_to	Entity3966	C1047382	C1047383	synthetic
Entity4739	binds_to	Entity2080	C1047384	C1047385	synthetic
Entity4739	co_occurs_with	Entity4571	C1047386	C1047387	synthetic
Entity4739	mutated_in	Entity9759	C1047388	C1047389	synthetic
Entity4739	similar_to	Entity9474	C1047390	C1047391	synthetic
Entity4739	follows	Entity5318	C1047392	C1047393	synthetic
Entity4740	binds_to	Entity1512	C1047394	C1047395	synthetic
Entity4740	correlated_with	Entity4904	C1047396	C1047397	synthetic
Entity4740	regulates	Entity9424	C1047398	C1047399	synthetic
Entity4740	associated_with	Entity327	C1047400	C1047401	synthetic
Entity4740	regulates	Entity9411	C1047402	C1047403	synthetic
Entity4741	belongs_to_pathway	Entity6299	C1047404	C1047405	synthetic
Entity4741	binds_to	Entity8919	C1047406	C1047407	synthetic
Entity4741	activates	Entity6638	C1047408	C1047409	synthetic
Entity4741	expressed_in	Entity9503	C1047410	C1047411	synthetic
Entity4741	precedes	Entity4738	C1047412	C1047413	synthetic
Entity4742	co_occurs_with	Entity8243	C1047414	C1047415	synthetic
Entity4742	associated_with	Entity9177	C1047416	C1047417	synthetic
Entity4742	activates	Entity7808	C1047418	C1047419	synthetic
Entity4742	located_in	Entity7838	C1047420	C1047421	synthetic
Entity4742	derived_from	Entity7820	C1047422	C1047423	synthetic
Entity4743	follows	Entity4172	C1047424	C1047425	synthetic
Entity4743	inhibits	Entity7700	C1047426	C1047427	synthetic
Entity4743	correlated_with	Entity7418	C1047428	C1047429	synthetic
Entity4743	belongs_to_pathway	Entity741	C1047430	C1047431	synthetic
Entity4743	binds_to	Entity4067	C1047432	C1047433	synthetic
Entity4744	has_phenotype	Entity2425	C1047434	C1047435	synthetic
Entity4744	follows	Entity1827	C1047436	C1047437	synthetic
Entity4744	precedes	Entity1632	C1047438	C1047439	synthetic
Entity4744	interacts_with	Entity7447	C1047440	C1047441	synthetic
Entity4744	expressed_in	Entity6937	C1047442	C1047443	synthetic
Entity4745	follows	Entity8818	C1047444	C1047445	synthetic
Entity4745	regulates	Entity7313	C1047446	C1047447	synthetic
Entity4745	derived_from	Entity7234	C1047448	C1047449	synthetic
Entity4745	derived_from	Entity7499	C1047450	C1047451	synthetic
Entity4745	located_in	Entity6964	C1047452	C1047453	synthetic
Entity4746	part_of	Entity939	C1047454	C1047455	synthetic
Entity4746	follows	Entity1337	C1047456	C1047457	synthetic
Entity4746	part_of	Entity1974	C1047458	C1047459	synthetic
Entity4746	has_phenotype	Entity3108	C1047460	C1047461	synthetic
Entity4746	located_in	Entity2681	C1047462	C1047463	synthetic
Entity4747	expressed_in	Entity4147	C1047464	C1047465	synthetic
Entity4747	follows	Entity5611	C1047466	C1047467	synthetic
Entity4747	interacts_with	Entity3450	C1047468	C1047469	synthetic
Entity4747	derived_from	Entity7345	C1047470	C1047471	synthetic
Entity4747	co_occurs_with	Entity9492	C1047472	C1047473	synthetic
Entity4748	correlated_with	Entity253	C1047474	C1047475	synthetic
Entity4748	derived_from	Entity5816	C1047476	C1047477	synthetic
Entity4748	belongs_to_pathway	Entity7331	C1047478	C1047479	synthetic
Entity4748	interacts_with	Entity9423	C1047480	C1047481	synthetic
Entity4748	has_phenotype	Entity428	C1047482	C1047483	synthetic
Entity4749	inhibits	Entity7144	C1047484	C1047485	synthetic
Entity4749	derived_from	Entity9686	C1047486	C1047487	synthetic
Entity4749	causes	Entity7945	C1047488	C1047489	synthetic
Entity4749	binds_to	Entity4964	C1047490	C1047491	synthetic
Entity4749	co_occurs_with	Entity7296	C1047492	C1047493	synthetic
Entity4750	interacts_with	Entity7885	C1047494	C1047495	synthetic
Entity4750	causes	Entity4451	C1047496	C1047497	synthetic
Entity4750	similar_to	Entity5823	C1047498	C1047499	synthetic
Entity4750	causes	Entity7668	C1047500	C1047501	synthetic
Entity4750	has_phenotype	Entity2208	C1047502	C1047503	synthetic
Entity4751	treats	Entity299	C1047504	C1047505	synthetic
Entity4751	has_phenotype	Entity5897	C1047506	C1047507	synthetic
Entity4751	binds_to	Entity4621	C1047508	C1047509	synthetic
Entity4751	causes	Entity4623	C1047510	C1047511	synthetic
Entity4751	belongs_to_pathway	Entity8818	C1047512	C1047513	synthetic
Entity4752	belongs_to_pathway	Entity7508	C1047514	C1047515	synthetic
Entity4752	has_phenotype	Entity2165	C1047516	C1047517	synthetic
Entity4752	inhibits	Entity6380	C1047518	C1047519	synthetic
Entity4752	binds_to	Entity8038	C1047520	C1047521	synthetic
Entity4752	precedes	Entity4376	C1047522	C1047523	synthetic
Entity4753	has_phenotype	Entity4408	C1047524	C1047525	synthetic
Entity4753	belongs_to_pathway	Entity5515	C1047526	C1047527	synthetic
Entity4753	located_in	Entity7756	C1047528	C1047529	synthetic
Entity4753	inhibits	Entity6717	C1047530	C1047531	synthetic
Entity4753	belongs_to_pathway	Entity3965	C1047532	C1047533	synthetic
Entity4754	mutated_in	Entity4448	C1047534	C1047535	synthetic
Entity4754	belongs_to_pathway	Entity52	C1047536	C1047537	synthetic
Entity4754	follows	Entity432	C1047538	C1047539	synthetic
Entity4754	inhibits	Entity5594	C1047540	C1047541	synthetic
Entity4754	similar_to	Entity161	C1047542	C1047543	synthetic
Entity4755	co_occurs_with	Entity2630	C1047544	C1047545	synthetic
Entity4755	expressed_in	Entity7702	C1047546	C1047547	synthetic
Entity4755	expressed_in	Entity8650	C1047548	C1047549	synthetic
Entity4755	located_in	Entity7779	C1047550	C1047551	synthetic
Entity4755	belongs_to_pathway	Entity9368	C1047552	C1047553	synthetic
Entity4756	precedes	Entity8315	C1047554	C1047555	synthetic
Entity4756	causes	Entity8158	C1047556	C1047557	synthetic
Entity4756	follows	Entity9098	C1047558	C1047559	synthetic
